N°,Type,Date,Famille,Ligne,Référence,Désignation,Quantité,PU Achat,Montant HT,% Rem,% Marge
N° 22-09-280,FACTURE,13/09/2022,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,"1,00","0,00","412,00","0,00","100,00"
N° 22-09-280,FACTURE,13/09/2022,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,"1,00","30,00","70,00","0,00","57,14"
N° 22-09-280,FACTURE,13/09/2022,Services,Article,CR1M5,CREUSEMENT 1M50,"1,00","0,00","341,00","0,00","0,00"
N° 22-09-279,FACTURE,13/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-279,FACTURE,13/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","215,00","0,00","0,00"
N° 22-09-279,FACTURE,13/09/2022,Services,Article,TH,TOILETTE HABILLAGE,"1,00","0,00","80,00","0,00","0,00"
N° 22-09-279,FACTURE,13/09/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","110,00","0,00","0,00"
N° 22-09-279,FACTURE,13/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-279,FACTURE,13/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","215,00","0,00","0,00"
N° 22-09-279,FACTURE,13/09/2022,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),"1,00","195,00","195,00","0,00","0,00"
N° 22-09-279,FACTURE,13/09/2022,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),"1,00","195,00","195,00","0,00","0,00"
N° 22-09-278,FACTURE,09/09/2022,Services,Article,REM,REMISE COMMERCIALE,"1,00","0,00","-788,52","0,00","0,00"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,OFCM,OUVERTURE FERMETURE CAVEAU AVEC MONUMENT,"1,00","0,00","380,00","0,00","100,00"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-278,FACTURE,09/09/2022,Services,Article,EX1,EXHUMATION 1 CORPS,"1,00","0,00","195,00","0,00","0,00"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,"1,00","30,00","70,00","0,00","57,14"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,DC1M50,Demontage monument et repose creusement 1M50,"1,00","0,00","650,00","0,00","100,00"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,ACH30,ACHAT CONCESSION 30 ANS,"1,00","0,00","782,00","0,00","100,00"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,"1,00","0,00","375,00","0,00","100,00"
N° 22-09-278,FACTURE,09/09/2022,Services,Article,FC,FAUSSE CASE,"1,00","0,00","350,00","0,00","0,00"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,SUR2M,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 2M,"1,00","0,00","50,00","0,00","100,00"
N° 22-09-278,FACTURE,09/09/2022,Services,Article,CR2M,CREUSEMENT 2M,"1,00","0,00","380,00","0,00","0,00"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,OFCM,OUVERTURE FERMETURE CAVEAU AVEC MONUMENT,"1,00","0,00","380,00","0,00","100,00"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,PORT,PORTEUR,"2,00","85,00","170,00","0,00","0,00"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,"1,00","30,00","70,00","0,00","57,14"
N° 22-09-278,FACTURE,09/09/2022,Services,Article,CR2M,CREUSEMENT 2M,"1,00","0,00","380,00","0,00","0,00"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,PORT,PORTEUR,"2,00","85,00","170,00","0,00","0,00"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,"1,00","0,00","375,00","0,00","100,00"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,TAMP,FOURNITURE ET POSE TAMPONS,"1,00","0,00","160,00","0,00","100,00"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,DAL97,FOURNITURE ET POSE D'UN JEU DE DALLES 97,"1,00","0,00","110,00","0,00","100,00"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,CAV3,CAVEAU 3 CASES,"1,00","0,00","2080,00","0,00","100,00"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-278,FACTURE,09/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-277,AVOIR,05/09/2022,Produits,Article,AVH,AVOIR SUR HOUSSE MORTUAIRE,"1,00","-50,00","-50,00","0,00","0,00"
N° 22-09-276,FACTURE,02/09/2022,Services,Article,TH,TOILETTE HABILLAGE,"0,50","0,00","40,00","0,00","0,00"
N° 22-09-276,FACTURE,02/09/2022,Produits,Article,SC,SOINS DE CONSERVATION,"1,00","0,00","155,00","0,00","100,00"
N° 22-09-276,FACTURE,02/09/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","115,00","115,00","0,00","0,00"
N° 22-09-276,FACTURE,02/09/2022,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),"1,00","195,00","195,00","0,00","0,00"
N° 22-09-276,FACTURE,02/09/2022,Produits,Article,PHF,PORTEUR (HORS FORFAIT),"1,00","100,00","100,00","0,00","0,00"
N° 22-09-276,FACTURE,02/09/2022,Services,Article,TH,TOILETTE HABILLAGE,"1,00","0,00","80,00","0,00","0,00"
N° 22-09-276,FACTURE,02/09/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","115,00","115,00","0,00","0,00"
N° 22-09-276,FACTURE,02/09/2022,Produits,Article,PHF,PORTEUR (HORS FORFAIT),"2,00","100,00","200,00","0,00","0,00"
N° 22-09-276,FACTURE,02/09/2022,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),"1,00","195,00","195,00","0,00","0,00"
N° 22-09-276,FACTURE,02/09/2022,Services,Article,DEM,DEMARCHES ET FORMALITES ADMINISTRATIVES,"1,00","0,00","80,00","0,00","0,00"
N° 22-09-276,FACTURE,02/09/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","110,00","0,00","0,00"
N° 22-09-276,FACTURE,02/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-276,FACTURE,02/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-275,FACTURE,02/09/2022,Produits,Article,SUPPDEP,SUPPLEMENT DEPLACEMENT,"1,00","150,00","875,00","0,00","82,86"
N° 22-09-275,FACTURE,02/09/2022,Produits,Article,A15,ACHAT CONCESSION 15 ANS,"1,00","0,00","218,00","0,00","100,00"
N° 22-09-275,FACTURE,02/09/2022,Services,Article,CR1M5,CREUSEMENT 1M50,"1,00","0,00","375,00","0,00","0,00"
N° 22-09-275,FACTURE,02/09/2022,Produits,Article,TRK,TRANSPORT AU KILOMETRE,"390,00","0,00","585,00","0,00","100,00"
N° 22-09-275,FACTURE,02/09/2022,Produits,Article,4P,PORTEURS ET MAITRE DE CEREMONIE + INHUMATION (3+1),"1,00","0,00","291,67","0,00","100,00"
N° 22-09-275,FACTURE,02/09/2022,Produits,Article,CERCB,CERCUEIL CHENE BASIQUE,"1,00","0,00","666,67","0,00","100,00"
N° 22-09-275,FACTURE,02/09/2022,Produits,Article,GA,GESTION ADMINISTRATIVE : DEMARCHES MAIRIE + CIMETIERE,"1,00","0,00","166,67","0,00","100,00"
N° 22-09-275,FACTURE,02/09/2022,Services,Article,HON,HONORAIRES,"1,00","0,00","422,08","0,00","0,00"
N° 22-08-274,FACTURE,26/08/2022,Produits,Article,P4,"PROMO 4
TOMBALE ET STELE GRANIT TARN
Réf : GO707933

AVEC PENTES SUR MESURE","1,00","0,00","2198,33","0,00","100,00"
N° 22-08-273,FACTURE,23/08/2022,Services,Article,REM,REMISE COMMERCIALE,"1,00","0,00","-291,67","0,00","0,00"
N° 22-08-273,FACTURE,23/08/2022,Services,Article,TR,TOILETTE RITUELLE,"1,00","0,00","200,00","0,00","0,00"
N° 22-08-273,FACTURE,23/08/2022,Produits,Article,GA,GESTION ADMINISTRATIVE : DEMARCHES MAIRIE + CIMETIERE,"1,00","0,00","250,00","0,00","100,00"
N° 22-08-273,FACTURE,23/08/2022,Services,Article,HON,HONORAIRES,"1,00","0,00","250,00","0,00","0,00"
N° 22-08-273,FACTURE,23/08/2022,Produits,Article,4P,PORTEURS ET MAITRE DE CEREMONIE + INHUMATION (3+1),"1,00","0,00","291,67","0,00","100,00"
N° 22-08-273,FACTURE,23/08/2022,Produits,Article,TRAN,TRANSPORT LIEU DE DECES VERS CIMETIERE,"1,00","0,00","272,73","0,00","100,00"
N° 22-08-273,FACTURE,23/08/2022,Produits,Article,CBC,CERCUEIL EN BOIS DE CHENE HERMETIQUE INCLUS PIQUET ET PLAQUE GRAVEE,"1,00","0,00","833,33","0,00","100,00"
N° 22-08-273,FACTURE,23/08/2022,Services,Article,CR1M5,CREUSEMENT 1M50,"1,00","0,00","208,33","0,00","0,00"
N° 22-08-273,FACTURE,23/08/2022,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,"1,00","0,00","375,00","0,00","100,00"
N° 22-08-273,FACTURE,23/08/2022,Services,Article,ACH,ACHAT CONCESSION,"1,00","0,00","150,00","0,00","0,00"
N° 22-08-272,FACTURE,23/08/2022,Services,Article,HON,HONORAIRES,"1,00","0,00","416,67","0,00","0,00"
N° 22-08-272,FACTURE,23/08/2022,Produits,Article,TRC,TRANSFERT ROUTIER CIMETIERE - PARIS CDG,"1,00","0,00","208,33","0,00","100,00"
N° 22-08-272,FACTURE,23/08/2022,Produits,Article,EXH,EXHUMATION DANS LE PLUS STRICT RESPECT DE LA HALACHA,"1,00","0,00","241,67","0,00","100,00"
N° 22-08-272,FACTURE,23/08/2022,Produits,Article,CDT,CREUSEMENT ET/OU DEPOSE REPOSE TOMBALE,"1,00","0,00","533,33","0,00","100,00"
N° 22-08-272,FACTURE,23/08/2022,Produits,Article,ALL,"AUTORISATION D'EXHUMER 
LAISSEZ PASSER PRÉFECTORAL LAISSEZ PASSER CONSULAIRE","1,00","0,00","500,00","0,00","100,00"
N° 22-08-272,FACTURE,23/08/2022,Produits,Article,TC,TAXES CONSULAIRES,"1,00","0,00","14,00","0,00","100,00"
N° 22-08-272,FACTURE,23/08/2022,Produits,Article,CZ,CERCUEIL ZINGUE AUX NORMES INTERNATIONALES EN VIGUEUR,"1,00","0,00","708,33","0,00","100,00"
N° 22-08-271,FACTURE,22/08/2022,Produits,Article,SNU,SUPPLEMENT NUIT,"1,00","0,00","87,50","0,00","100,00"
N° 22-08-271,FACTURE,22/08/2022,Services,Article,HM,HOUSSE MORTUAIRE,"1,00","0,00","25,00","0,00","0,00"
N° 22-08-271,FACTURE,22/08/2022,Produits,Article,BR,BRANCARDIER,"1,00","35,00","35,00","0,00","0,00"
N° 22-08-271,FACTURE,22/08/2022,Produits,Article,TAM,TRANSFERT AVANT MISE EN BIERE,"1,00","0,00","115,00","0,00","100,00"
N° 22-08-270,AVOIR,17/08/2022,Services,Article,MC,MAITRE DE CEREMONIE,"-1,00","0,00","-110,00","0,00","0,00"
N° 22-08-270,AVOIR,17/08/2022,Produits,Article,PORT,PORTEUR,"-3,00","85,00","-255,00","0,00","0,00"
N° 22-08-270,AVOIR,17/08/2022,Produits,Article,LIM,LIMOUSINE AVEC SON CHAUFFEUR,"-1,00","0,00","-390,00","0,00","100,00"
N° 22-08-270,AVOIR,17/08/2022,Produits,Article,SC,SOINS DE CONSERVATION,"-1,00","0,00","-155,00","0,00","100,00"
N° 22-08-270,AVOIR,17/08/2022,Services,Article,HM,HOUSSE MORTUAIRE,"-1,00","0,00","-25,00","0,00","0,00"
N° 22-08-270,AVOIR,17/08/2022,Produits,Article,BR,BRANCARDIER,"-1,00","35,00","-35,00","0,00","0,00"
N° 22-08-270,AVOIR,17/08/2022,Services,Article,TRAMEB,TRANSPORT AVANT MISE EN BIERE,"-1,00","0,00","-115,00","0,00","0,00"
N° 22-08-269,FACTURE,17/08/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","110,00","0,00","0,00"
N° 22-08-269,FACTURE,17/08/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-08-269,FACTURE,17/08/2022,Produits,Article,LIM,LIMOUSINE AVEC SON CHAUFFEUR,"1,00","0,00","390,00","0,00","100,00"
N° 22-08-269,FACTURE,17/08/2022,Produits,Article,SC,SOINS DE CONSERVATION,"1,00","0,00","155,00","0,00","100,00"
N° 22-08-269,FACTURE,17/08/2022,Services,Article,HM,HOUSSE MORTUAIRE,"1,00","0,00","25,00","0,00","0,00"
N° 22-08-269,FACTURE,17/08/2022,Produits,Article,BR,BRANCARDIER,"1,00","35,00","35,00","0,00","0,00"
N° 22-08-269,FACTURE,17/08/2022,Services,Article,TRAMEB,TRANSPORT AVANT MISE EN BIERE,"1,00","0,00","115,00","0,00","0,00"
N° 22-08-268,FACTURE,12/08/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","110,00","0,00","0,00"
N° 22-08-268,FACTURE,12/08/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-08-268,FACTURE,12/08/2022,Produits,Article,LIM,LIMOUSINE AVEC SON CHAUFFEUR,"1,00","0,00","390,00","0,00","100,00"
N° 22-08-268,FACTURE,12/08/2022,Produits,Article,SC,SOINS DE CONSERVATION,"1,00","0,00","155,00","0,00","100,00"
N° 22-08-268,FACTURE,12/08/2022,Services,Article,HM,HOUSSE MORTUAIRE,"1,00","0,00","25,00","0,00","0,00"
N° 22-08-268,FACTURE,12/08/2022,Produits,Article,BR,BRANCARDIER,"1,00","35,00","35,00","0,00","0,00"
N° 22-08-268,FACTURE,12/08/2022,Services,Article,TRAMEB,TRANSPORT AVANT MISE EN BIERE,"1,00","0,00","115,00","0,00","0,00"
